,PhraseId,SentenceId,Phrase,Sentiment,final_subject,final_Phrase
4653,4654.0,177.0,"['[', ""'this"", ""'"", ',', ""'is"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'children"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'film"", ""'"", ',', ""'in"", ""'"", ',', ""'the"", ""'"", ',', ""'truest"", ""'"", ',', ""'sense"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['boast', 'handful', 'virtuosic', 'set', 'piece', 'offer', 'fair', 'amount', 'trashy', 'kinky', 'fun']",[]
4665,4666.0,178.0,"['[', ""'horrendously"", ""'"", ',', ""'amateurish"", ""'"", ',', ""'filmmaking"", ""'"", ',', ""'that"", ""'"", ',', ""'is"", ""'"", ',', ""'plainly"", ""'"", ',', ""'dull"", ""'"", ',', ""'and"", ""'"", ',', ""'visually"", ""'"", ',', ""'ugly"", ""'"", ',', ""'when"", ""'"", ',', ""'it"", ""'"", ',', ""'is"", ""'"", ',', '``', ""n't"", ""''"", ',', ""'incomprehensible"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['thoroughly', 'involve', 'b', 'movie', 'effectively', 'combine', 'two', 'surefire', 'beloved', 'genre', 'prison', 'flick', 'fight', 'film']",['b']
4683,4684.0,179.0,"['[', ""'beautifully"", ""'"", ',', ""'crafted"", ""'"", ',', ""'"", ',', ""'"", ',', ""'engaging"", ""'"", ',', ""'filmmaking"", ""'"", ',', ""'that"", ""'"", ',', ""'should"", ""'"", ',', ""'attract"", ""'"", ',', ""'upscale"", ""'"", ',', ""'audiences"", ""'"", ',', ""'hungry"", ""'"", ',', ""'for"", ""'"", ',', ""'quality"", ""'"", ',', ""'and"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'nostalgic"", ""'"", ',', ""'"", ',', ""'"", ',', ""'twisty"", ""'"", ',', ""'yarn"", ""'"", ',', ""'that"", ""'"", ',', ""'will"", ""'"", ',', ""'keep"", ""'"", ',', ""'them"", ""'"", ',', ""'guessing"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['despite', 'raucous', 'intent', 'xxx', 'conventional', 'nike', 'ad', 'rebellious', 'spring', 'break']",[]
4718,4719.0,180.0,"['[', ""'an"", ""'"", ',', ""'awkwardly"", ""'"", ',', ""'contrived"", ""'"", ',', ""'exercise"", ""'"", ',', ""'in"", ""'"", ',', ""'magic"", ""'"", ',', ""'realism"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['terrific', 'nadia', 'russian', 'bride', 'come', 'america', 'speak', 'word', 'english', 'kidman', 'hold', 'film', 'together', 'supremely', 'kittenish', 'performance', 'gradually', 'accumulate', 'layer']",[]
4728,4729.0,181.0,"['[', ""'the"", ""'"", ',', ""'punch"", ""'"", ',', ""'lines"", ""'"", ',', ""'that"", ""'"", ',', ""'miss"", ""'"", ',', ""'"", ',', ""'"", ',', ""'unfortunately"", ""'"", ',', ""'"", ',', ""'"", ',', ""'outnumber"", ""'"", ',', ""'the"", ""'"", ',', ""'hits"", ""'"", ',', ""'by"", ""'"", ',', ""'three-to-one"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['retread', 'material', 'already', 'thoroughly', 'plumb', 'martin', 'scorsese']",[]
4748,4749.0,182.0,"['[', ""'like"", ""'"", ',', ""'smoke"", ""'"", ',', ""'signals"", ""'"", ',', ""'"", ',', ""'"", ',', ""'the"", ""'"", ',', ""'film"", ""'"", ',', ""'is"", ""'"", ',', ""'also"", ""'"", ',', ""'imbued"", ""'"", ',', ""'with"", ""'"", ',', ""'strong"", ""'"", ',', ""'themes"", ""'"", ',', ""'of"", ""'"", ',', ""'familial"", ""'"", ',', ""'ties"", ""'"", ',', ""'and"", ""'"", ',', ""'spirituality"", ""'"", ',', ""'that"", ""'"", ',', ""'are"", ""'"", ',', ""'powerful"", ""'"", ',', ""'and"", ""'"", ',', ""'moving"", ""'"", ',', ""'without"", ""'"", ',', ""'stooping"", ""'"", ',', ""'to"", ""'"", ',', ""'base"", ""'"", ',', ""'melodrama"", ""'"", ']']",3.0,"['sometimes', 'charm', 'sometimes', 'infuriate', 'argentinean', 'dramedy', 'succeed', 'mainly', 'shoulder', 'actor']",[]
4782,4783.0,183.0,"['[', ""'evokes"", ""'"", ',', ""'the"", ""'"", ',', ""'style"", ""'"", ',', ""'and"", ""'"", ',', ""'flash"", ""'"", ',', ""'of"", ""'"", ',', ""'the"", ""'"", ',', ""'double-cross"", ""'"", ',', ""'that"", ""'"", ',', ""'made"", ""'"", ',', ""'mamet"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'"", '``', ""'"", ',', ""'house"", ""'"", ',', ""'of"", ""'"", ',', ""'games"", ""'"", ',', ""'"", '``', ""'"", ',', ""'and"", ""'"", ',', ""'last"", ""'"", ',', ""'fall"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'"", '``', ""'"", ',', ""'heist"", ""'"", ',', ""'"", '``', ""'"", ',', ""'so"", ""'"", ',', ""'much"", ""'"", ',', ""'fun"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['enigma', 'kind', 'engage', 'historical', 'drama', 'hollywood', 'appear', 'give', 'favor', 'sentimental', 'war', 'movie', 'vein', 'soldier']",[]
4812,4813.0,184.0,"['[', ""'the"", ""'"", ',', ""'film"", ""'"", ',', ""'aims"", ""'"", ',', ""'to"", ""'"", ',', ""'be"", ""'"", ',', ""'funny"", ""'"", ',', ""'"", ',', ""'"", ',', ""'uplifting"", ""'"", ',', ""'and"", ""'"", ',', ""'moving"", ""'"", ',', ""'"", ',', ""'"", ',', ""'sometimes"", ""'"", ',', ""'all"", ""'"", ',', ""'at"", ""'"", ',', ""'once"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['fan', 'modern', 'day', 'hong', 'kong', 'action', 'film', 'finally', 'worthy', 'successor', 'good', 'tomorrow', 'killer', 'patiently', 'wait']",[]
4827,4828.0,185.0,"['[', ""'at"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'brief"", ""'"", ',', ""'42"", ""'"", ',', ""'minutes"", ""'"", ',', ""'"", ',', ""'"", ',', ""'we"", ""'"", ',', ""'need"", ""'"", ',', ""'more"", ""'"", ',', ""'"", 'x', ""'"", ',', ""'and"", ""'"", ',', ""'less"", ""'"", ',', ""'blab"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['timely', 'look', 'back', 'civil', 'disobedience', 'movement', 'power', 'strong', 'voice']",[]
4845,4846.0,186.0,"['[', ""'the"", ""'"", ',', ""'spalding"", ""'"", ',', ""'gray"", ""'"", ',', ""'equivalent"", ""'"", ',', ""'of"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'teen"", ""'"", ',', ""'gross-out"", ""'"", ',', ""'comedy"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['sensuality', 'eroticism', 'good', 'vampire', 'tale', 'pardon', 'pun', 'suck', 'replace', 'goth', 'goofiness']",[]
4858,4859.0,187.0,"['[', ""'there"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'"", 'a', ""'"", ',', ""'great"", ""'"", ',', ""'deal"", ""'"", ',', ""'of"", ""'"", ',', ""'corny"", ""'"", ',', ""'dialogue"", ""'"", ',', ""'and"", ""'"", ',', ""'preposterous"", ""'"", ',', ""'moments"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['tour', 'de', 'force', 'drama', 'astonishingly', 'pivotal', 'role', 'imagination', 'soulful', 'development', 'two', 'rowdy', 'teenager']",[]
4871,4872.0,188.0,"['[', ""'uneven"", ""'"", ',', ""'but"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'lot"", ""'"", ',', ""'of"", ""'"", ',', ""'fun"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['chick', 'flick', 'guy']",[]
4877,4878.0,189.0,"['[', ""'the"", ""'"", ',', ""'result"", ""'"", ',', ""'might"", ""'"", ',', ""'look"", ""'"", ',', ""'like"", ""'"", ',', ""'vulgar"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['plotless', 'collection', 'moronic', 'stunt', 'far', 'bad', 'movie', 'year']",[]
4884,4885.0,190.0,"['[', ""'the"", ""'"", ',', ""'film"", ""'"", ',', ""'rehashes"", ""'"", ',', ""'several"", ""'"", ',', ""'old"", ""'"", ',', ""'themes"", ""'"", ',', ""'and"", ""'"", ',', ""'is"", ""'"", ',', ""'capped"", ""'"", ',', ""'with"", ""'"", ',', ""'pointless"", ""'"", ',', ""'extremes"", ""'"", ',', ""'"", '--', ""'"", ',', ""'it"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'insanely"", ""'"", ',', ""'violent"", ""'"", ',', ""'and"", ""'"", ',', ""'very"", ""'"", ',', ""'graphic"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['movie', 'ingenious', 'fun']",[]
4911,4912.0,191.0,"['[', ""'the"", ""'"", ',', ""'dragons"", ""'"", ',', ""'are"", ""'"", ',', ""'the"", ""'"", ',', ""'real"", ""'"", ',', ""'stars"", ""'"", ',', ""'of"", ""'"", ',', ""'reign"", ""'"", ',', ""'of"", ""'"", ',', ""'fire"", ""'"", ',', ""'and"", ""'"", ',', ""'you"", ""'"", ',', ""'wo"", ""'"", ',', '``', ""n't"", ""''"", ',', ""'be"", ""'"", ',', ""'disappointed"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['film', 'masterpiece', 'nuance', 'characterization', 'mar', 'inexplicable', 'utterly', 'distract', 'blunder', 'end']",[]
4933,4934.0,192.0,"['[', ""'it"", ""'"", ',', ""'never"", ""'"", ',', ""'plays"", ""'"", ',', ""'as"", ""'"", ',', ""'dramatic"", ""'"", ',', ""'even"", ""'"", ',', ""'when"", ""'"", ',', ""'dramatic"", ""'"", ',', ""'things"", ""'"", ',', ""'happen"", ""'"", ',', ""'to"", ""'"", ',', ""'people"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['psychology', 'real', 'narrative', 'logic', 'series', 'carefully', 'choreograph', 'atrocity', 'become', 'strangely', 'impersonal', 'abstract']",[]
4947,4948.0,193.0,"['[', ""'manages"", ""'"", ',', ""'to"", ""'"", ',', ""'please"", ""'"", ',', ""'its"", ""'"", ',', ""'intended"", ""'"", ',', ""'audience"", ""'"", ',', ""'"", '--', ""'"", ',', ""'children"", ""'"", ',', ""'"", '--', ""'"", ',', ""'without"", ""'"", ',', ""'placing"", ""'"", ',', ""'their"", ""'"", ',', ""'parents"", ""'"", ',', ""'in"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'coma-like"", ""'"", ',', ""'state"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['wonderfully', 'lush', 'morvern', 'callar', 'pure', 'punk', 'existentialism', 'ramsay', 'liana', 'dognini', 'dramatize', 'alan', 'warner', 'novel', 'felt', 'like', 'answer', 'irvine', 'welsh', 'book', 'trainspotting']",[]
4969,4970.0,194.0,"['[', ""'the"", ""'"", ',', ""'movie"", ""'"", ',', ""'generates"", ""'"", ',', ""'plot"", ""'"", ',', ""'points"", ""'"", ',', ""'with"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'degree"", ""'"", ',', ""'of"", ""'"", ',', ""'randomness"", ""'"", ',', ""'usually"", ""'"", ',', ""'achieved"", ""'"", ',', ""'only"", ""'"", ',', ""'by"", ""'"", ',', ""'lottery"", ""'"", ',', ""'drawing"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['film', 'hoot', 'good', 'good', 'much', 'saturday', 'morning', 'tv', 'especially', 'stuff', 'ca', 'stand']",[]
4990,4991.0,195.0,"['[', ""'though"", ""'"", ',', ""'the"", ""'"", ',', ""'film"", ""'"", ',', ""'never"", ""'"", ',', ""'veers"", ""'"", ',', ""'from"", ""'"", ',', ""'its"", ""'"", ',', ""'comic"", ""'"", ',', ""'course"", ""'"", ',', ""'"", ',', ""'"", ',', ""'its"", ""'"", ',', ""'unintentional"", ""'"", ',', ""'parallels"", ""'"", ',', ""'might"", ""'"", ',', ""'inadvertently"", ""'"", ',', ""'evoke"", ""'"", ',', ""'memories"", ""'"", ',', ""'and"", ""'"", ',', ""'emotions"", ""'"", ',', ""'which"", ""'"", ',', ""'are"", ""'"", ',', ""'anything"", ""'"", ',', ""'but"", ""'"", ',', ""'humorous"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['smother', 'solemnity']",[]
5021,5022.0,196.0,"['[', ""'the"", ""'"", ',', ""'film"", ""'"", ',', ""'can"", ""'"", ',', ""'depress"", ""'"", ',', ""'you"", ""'"", ',', ""'about"", ""'"", ',', ""'life"", ""'"", ',', ""'itself"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['thing', 'sort', 'minimalist', 'beauty', 'beast', 'case', 'beast', 'definitely', 'get', 'top', 'billing']",[]
5029,5030.0,197.0,"['[', ""'if"", ""'"", ',', ""'you"", ""'"", ',', ""'saw"", ""'"", ',', ""'it"", ""'"", ',', ""'on"", ""'"", ',', ""'tv"", ""'"", ',', ""'"", ',', ""'"", ',', ""'you"", ""'"", ',', '``', ""'d"", ""''"", ',', ""'probably"", ""'"", ',', ""'turn"", ""'"", ',', ""'it"", ""'"", ',', ""'off"", ""'"", ',', ""'"", ',', ""'"", ',', ""'convinced"", ""'"", ',', ""'that"", ""'"", ',', ""'you"", ""'"", ',', ""'had"", ""'"", ',', ""'already"", ""'"", ',', ""'seen"", ""'"", ',', ""'that"", ""'"", ',', ""'movie"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['fire', 'burn', 'come', 'couple', 'dragon', 'film', 'ultimately', 'fail']",[]
5055,5056.0,198.0,"['[', ""'you"", ""'"", ',', ""'get"", ""'"", ',', ""'the"", ""'"", ',', ""'impression"", ""'"", ',', ""'that"", ""'"", ',', ""'writer"", ""'"", ',', ""'and"", ""'"", ',', ""'director"", ""'"", ',', ""'burr"", ""'"", ',', ""'steers"", ""'"", ',', ""'knows"", ""'"", ',', ""'the"", ""'"", ',', ""'territory"", ""'"", ',', ""'"", '...', ""'"", ',', ""'but"", ""'"", ',', ""'his"", ""'"", ',', ""'sense"", ""'"", ',', ""'of"", ""'"", ',', ""'humor"", ""'"", ',', ""'has"", ""'"", ',', ""'yet"", ""'"", ',', ""'to"", ""'"", ',', ""'lose"", ""'"", ',', ""'the"", ""'"", ',', ""'smug"", ""'"", ',', ""'self-satisfaction"", ""'"", ',', ""'usually"", ""'"", ',', ""'associated"", ""'"", ',', ""'with"", ""'"", ',', ""'the"", ""'"", ',', ""'better"", ""'"", ',', ""'private"", ""'"", ',', ""'schools"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['sense', 'real', 'magic', 'perhaps']",[]
5096,5097.0,199.0,"['[', ""'this"", ""'"", ',', ""'is"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'superior"", ""'"", ',', ""'horror"", ""'"", ',', ""'flick"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['none', 'character', 'enough', 'build', 'interest']",[]
5103,5104.0,200.0,"['[', ""'the"", ""'"", ',', ""'movie"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'heavy-handed"", ""'"", ',', ""'screenplay"", ""'"", ',', ""'navigates"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'fast"", ""'"", ',', ""'fade"", ""'"", ',', ""'into"", ""'"", ',', ""'pomposity"", ""'"", ',', ""'and"", ""'"", ',', ""'pretentiousness"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['go', 'straight', 'video']",[]
5120,5121.0,201.0,"['[', ""'"", 'a', ""'"", ',', ""'little"", ""'"", ',', ""'weak"", ""'"", ',', ""'"", '--', ""'"", ',', ""'and"", ""'"", ',', ""'it"", ""'"", ',', ""'is"", ""'"", ',', '``', ""n't"", ""''"", ',', ""'that"", ""'"", ',', ""'funny"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['jewish', 'ww', 'ii', 'doc', 'try', 'simply', 'potential', 'audience']",[]
5130,5131.0,202.0,"['[', ""'but"", ""'"", ',', ""'they"", ""'"", ',', ""'do"", ""'"", ',', '``', ""n't"", ""''"", ',', ""'fit"", ""'"", ',', ""'well"", ""'"", ',', ""'together"", ""'"", ',', ""'and"", ""'"", ',', ""'neither"", ""'"", ',', ""'is"", ""'"", ',', ""'well"", ""'"", ',', ""'told"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['meant', 'reduce', 'blake', 'philosophy', 'tragic', 'saga', 'punctuate', 'burst', 'animator', 'todd', 'mcfarlane', 'superhero', 'dystopia']",[]
5143,5144.0,203.0,"['[', ""'being"", ""'"", ',', ""'latently"", ""'"", ',', ""'gay"", ""'"", ',', ""'and"", ""'"", ',', ""'liking"", ""'"", ',', ""'to"", ""'"", ',', ""'read"", ""'"", ',', ""'are"", ""'"", ',', ""'hardly"", ""'"", ',', ""'enough"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['silly', 'flick', 'wrong', 'jason', 'x']",['x']
5158,5159.0,204.0,"['[', ""'more"", ""'"", ',', ""'sophisticated"", ""'"", ',', ""'and"", ""'"", ',', ""'literate"", ""'"", ',', ""'than"", ""'"", ',', ""'such"", ""'"", ',', ""'pictures"", ""'"", ',', ""'usually"", ""'"", ',', ""'are"", ""'"", ',', ""'"", '...', ""'"", ',', ""'an"", ""'"", ',', ""'amusing"", ""'"", ',', ""'little"", ""'"", ',', ""'catch"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['bad', 'film', 'break', 'break', 'utterly', 'charm']",[]
5177,5178.0,205.0,"['[', ""'storytelling"", ""'"", ',', ""'feels"", ""'"", ',', ""'slight"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['footage', 'rapper', 'play', 'prison', 'interview', 'suge', 'knight', 'two', 'element', 'grab']",[]
5181,5182.0,206.0,"['[', ""'monte"", ""'"", ',', ""'cristo"", ""'"", ',', ""'smartly"", ""'"", ',', ""'emphasizes"", ""'"", ',', ""'the"", ""'"", ',', ""'well-wrought"", ""'"", ',', ""'story"", ""'"", ',', ""'and"", ""'"", ',', ""'omits"", ""'"", ',', ""'needless"", ""'"", ',', ""'chase"", ""'"", ',', ""'scenes"", ""'"", ',', ""'and"", ""'"", ',', ""'swordfights"", ""'"", ',', ""'as"", ""'"", ',', ""'the"", ""'"", ',', ""'revenge"", ""'"", ',', ""'unfolds"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['like', 'script', 'nurse', 'plot', 'hole', 'gap', 'enough', 'pilot', 'entire', 'olympic', 'swim', 'team', 'character', 'swimfan', 'seem', 'motivate', 'nothing', 'short', 'dull', 'hangover']",[]
5209,5210.0,207.0,"['[', ""'it"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'"", 'a', ""'"", ',', ""'fairy"", ""'"", ',', ""'tale"", ""'"", ',', ""'that"", ""'"", ',', ""'comes"", ""'"", ',', ""'from"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'renowned"", ""'"", ',', ""'indian"", ""'"", ',', ""'film"", ""'"", ',', ""'culture"", ""'"", ',', ""'that"", ""'"", ',', ""'allows"", ""'"", ',', ""'americans"", ""'"", ',', ""'to"", ""'"", ',', ""'finally"", ""'"", ',', ""'revel"", ""'"", ',', ""'in"", ""'"", ',', ""'its"", ""'"", ',', ""'splendor"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['pay', 'matinee', 'price', 'buy', 'big', 'tub', 'popcorn', 'guilty', 'fun']",[]
5239,5240.0,208.0,"['[', ""'well-done"", ""'"", ',', ""'supernatural"", ""'"", ',', ""'thriller"", ""'"", ',', ""'with"", ""'"", ',', ""'keen"", ""'"", ',', ""'insights"", ""'"", ',', ""'into"", ""'"", ',', ""'parapsychological"", ""'"", ',', ""'phenomena"", ""'"", ',', ""'and"", ""'"", ',', ""'the"", ""'"", ',', ""'soulful"", ""'"", ',', ""'nuances"", ""'"", ',', ""'of"", ""'"", ',', ""'the"", ""'"", ',', ""'grieving"", ""'"", ',', ""'process"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['particularly', 'subtle', 'however', 'still', 'manage', 'build', 'terrifying', 'obvious', 'conclusion']",[]
5266,5267.0,209.0,"['[', ""'"", '...', ""'"", ',', ""'only"", ""'"", ',', ""'bond"", ""'"", ',', ""'can"", ""'"", ',', ""'save"", ""'"", ',', ""'us"", ""'"", ',', ""'from"", ""'"", ',', ""'the"", ""'"", ',', ""'latest"", ""'"", ',', ""'eccentric"", ""'"", ',', ""'"", ',', ""'"", ',', ""'super-wealthy"", ""'"", ',', ""'megalomaniac"", ""'"", ',', ""'bent"", ""'"", ',', ""'on"", ""'"", ',', ""'world"", ""'"", ',', ""'domination"", ""'"", ',', ""'and"", ""'"", ',', ""'destruction"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['wollter', 'seldhal', 'give', 'strong', 'convincing', 'performance', 'neither', 'reach', 'deep', 'recess', 'character', 'unearth', 'quake', 'essence', 'passion', 'grief', 'fear']",[]
5293,5294.0,210.0,"['[', ""'it"", ""'"", ',', ""'is"", ""'"", ',', ""'depressing"", ""'"", ',', ""'"", ',', ""'"", ',', ""'ruthlessly"", ""'"", ',', ""'pained"", ""'"", ',', ""'and"", ""'"", ',', ""'depraved"", ""'"", ',', ""'"", ',', ""'"", ',', ""'the"", ""'"", ',', ""'movie"", ""'"", ',', ""'equivalent"", ""'"", ',', ""'of"", ""'"", ',', ""'staring"", ""'"", ',', ""'into"", ""'"", ',', ""'an"", ""'"", ',', ""'open"", ""'"", ',', ""'wound"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['sometimes', 'blood', 'seem', 'tire', 'protagonist', 'still', 'pulse', 'never', 'disappear', 'entirely', 'picture', 'cross', 'finish', 'line', 'wind', 'still', 'game']",[]
5317,5318.0,211.0,"['[', ""'damon"", ""'"", ',', ""'brings"", ""'"", ',', ""'the"", ""'"", ',', ""'proper"", ""'"", ',', ""'conviction"", ""'"", ',', ""'to"", ""'"", ',', ""'his"", ""'"", ',', ""'role"", ""'"", ',', ""'as"", ""'"", ',', ""'-lrb-"", ""'"", ',', ""'jason"", ""'"", ',', ""'bourne"", ""'"", ',', ""'-rrb-"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['child', 'christian', 'otherwise', 'deserve', 'hear', 'full', 'story', 'jonah', 'despair', 'agonizing', 'glory', 'even', 'spend', 'year', 'try', 'comprehend']",[]
5336,5337.0,212.0,"['[', ""'parents"", ""'"", ',', ""'beware"", ""'"", ',', ""'"", ';', ""'"", ',', ""'this"", ""'"", ',', ""'is"", ""'"", ',', ""'downright"", ""'"", ',', ""'movie"", ""'"", ',', ""'penance"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['deliciously', 'nonsensical', 'comedy', 'city', 'come', 'apart', 'seam']",[]
5346,5347.0,213.0,"['[', ""'when"", ""'"", ',', ""'it"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'this"", ""'"", ',', ""'rich"", ""'"", ',', ""'and"", ""'"", ',', ""'luscious"", ""'"", ',', ""'"", ',', ""'"", ',', ""'who"", ""'"", ',', ""'cares"", ""'"", ',', ""'"", '?', ""'"", ']']",3.0,"['definitely', 'worth', 'see']",[]
5359,5360.0,214.0,"['[', ""'"", 'a', ""'"", ',', ""'singularly"", ""'"", ',', ""'off-putting"", ""'"", ',', ""'romantic"", ""'"", ',', ""'comedy"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['argento', 'bring', 'youthful', 'aggressiveness', 'project', 'cut', 'open', 'vein', 'bleed', 'raw', 'film', 'stock']",[]
5366,5367.0,215.0,"['[', ""'director"", ""'"", ',', ""'boris"", ""'"", ',', ""'von"", ""'"", ',', ""'sychowski"", ""'"", ',', ""'instead"", ""'"", ',', ""'opts"", ""'"", ',', ""'for"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'routine"", ""'"", ',', ""'slasher"", ""'"", ',', ""'film"", ""'"", ',', ""'that"", ""'"", ',', ""'was"", ""'"", ',', ""'probably"", ""'"", ',', ""'more"", ""'"", ',', ""'fun"", ""'"", ',', ""'to"", ""'"", ',', ""'make"", ""'"", ',', ""'than"", ""'"", ',', ""'it"", ""'"", ',', ""'is"", ""'"", ',', ""'to"", ""'"", ',', ""'sit"", ""'"", ',', ""'through"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['french', 'filmmaker', 'karim', 'dridi', 'celebrate', 'hardy', 'spirit', 'cuban', 'music']",[]
5398,5399.0,216.0,"['[', ""'would"", ""'"", ',', '``', ""'ve"", ""''"", ',', ""'been"", ""'"", ',', ""'nice"", ""'"", ',', ""'if"", ""'"", ',', ""'the"", ""'"", ',', ""'screenwriters"", ""'"", ',', ""'had"", ""'"", ',', ""'trusted"", ""'"", ',', ""'audiences"", ""'"", ',', ""'to"", ""'"", ',', ""'understand"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'complex"", ""'"", ',', ""'story"", ""'"", ',', ""'"", ',', ""'"", ',', ""'and"", ""'"", ',', ""'left"", ""'"", ',', ""'off"", ""'"", ',', ""'the"", ""'"", ',', ""'film"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'predictable"", ""'"", ',', ""'denouement"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['one', 'incoherent', 'feature', 'recent', 'memory']",[]
5428,5429.0,217.0,"['[', ""'"", 'a', ""'"", ',', ""'superfluous"", ""'"", ',', ""'sequel"", ""'"", ',', ""'"", '...', ""'"", ',', ""'plagued"", ""'"", ',', ""'by"", ""'"", ',', ""'that"", ""'"", ',', ""'old"", ""'"", ',', ""'familiar"", ""'"", ',', ""'feeling"", ""'"", ',', ""'of"", ""'"", ',', ""'"", '`', ""'"", ',', ""'let"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'get"", ""'"", ',', ""'this"", ""'"", ',', ""'thing"", ""'"", ',', ""'over"", ""'"", ',', ""'with"", ""'"", ',', '``', ""'"", ""''"", ',', ""'"", ':', ""'"", ',', ""'everyone"", ""'"", ',', ""'has"", ""'"", ',', ""'shown"", ""'"", ',', ""'up"", ""'"", ',', ""'at"", ""'"", ',', ""'the"", ""'"", ',', ""'appointed"", ""'"", ',', ""'time"", ""'"", ',', ""'and"", ""'"", ',', ""'place"", ""'"", ',', ""'"", ',', ""'"", ',', ""'but"", ""'"", ',', ""'visible"", ""'"", ',', ""'enthusiasm"", ""'"", ',', ""'is"", ""'"", ',', ""'mighty"", ""'"", ',', ""'hard"", ""'"", ',', ""'to"", ""'"", ',', ""'find"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['moving', 'infrequently', 'breathtaking', 'film']",[]
5479,5480.0,218.0,"['[', ""'an"", ""'"", ',', ""'earnest"", ""'"", ',', ""'"", ',', ""'"", ',', ""'roughshod"", ""'"", ',', ""'document"", ""'"", ',', ""'"", ',', ""'"", ',', ""'it"", ""'"", ',', ""'serves"", ""'"", ',', ""'as"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'workable"", ""'"", ',', ""'primer"", ""'"", ',', ""'for"", ""'"", ',', ""'the"", ""'"", ',', ""'region"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'recent"", ""'"", ',', ""'history"", ""'"", ',', ""'"", ',', ""'"", ',', ""'and"", ""'"", ',', ""'would"", ""'"", ',', ""'make"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'terrific"", ""'"", ',', ""'10th-grade"", ""'"", ',', ""'learning"", ""'"", ',', ""'tool"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['zigzag', 'might', 'rich', 'observant', 'less', 'densely', 'plot']",[]
